codigoFipe,modelo,anoModelo1,anoReferencia1,valor1,anoModelo2,anoReferencia2,valor2
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2012,113929.0
008012-8,A6 2.8,1997,2015,17911.0,1997,2018,16060.0
008129-9,Q7 3.6 V6 284cv Quattro Tiptronic,2022,2009,286719.0,2010,2013,202547.0
008215-5,A5 Ambiente Sportb. 2.0 TFSI S tonic,2018,2021,187103.0,2018,2020,178980.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2016,187729.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2012,63141.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2014,31692.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2017,26033.0
008068-3,A6 2.7 Avant Quattro Tiptronic,2002,2013,69439.0,2002,2010,70118.0
008190-6,A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic,2022,2014,125310.0,2016,2019,88854.0
008002-0,80 2.6/2.8 Avant,1996,2022,23653.0,1996,2016,18721.0
008269-4,A6 Prestige Plus 2.0 TFSI Quattro S-tro.,2022,2021,406781.0,2022,2021,416979.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2011,41031.0
008076-4,100 2.8 V6 Avant,1995,2009,26034.0,1995,2011,24577.0
008172-8,A1 Sport 1.4 TFSI 185cv 3p S-tronic,2014,2015,80743.0,2014,2020,67075.0
008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic,2022,2015,327517.0,2014,2017,261300.0
008232-5,A5 Sportb. Prestige 2.0 16V TFSI S-troni,2019,2022,213817.0,2022,2020,185992.0
008129-9,Q7 3.6 V6 284cv Quattro Tiptronic,2022,2009,286719.0,2010,2017,109022.0
008272-4,Q5 SPB. S-Line Black 2.0 TFSI Qua.S-Tron,2022,2022,447019.0,2022,2021,433954.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2009,30316.0
008039-0,S6 Plus 4.2 V8 32V,1998,2017,32757.0,1998,2014,36633.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2018,2021,296569.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2021,17545.0
008046-2,A3 1.8 Turbo 3p Aut.,2003,2016,21144.0,2003,2021,18577.0
008162-0,S4 3.0 TFSI V6 24V Quattro Stronic,2014,2017,236281.0,2014,2018,206564.0
008118-3,A3 Sportback 2.0 16V TFSI Mec.,2011,2017,55786.0,2022,2009,126980.0
008162-0,S4 3.0 TFSI V6 24V Quattro Stronic,2014,2017,236281.0,2022,2013,330980.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2013,2021,60890.0
008181-7,A3 Sport 1.8 16V TFSI S-tronic 3p,2014,2017,76028.0,2022,2015,115599.0
008002-0,80 2.6/2.8 Avant,1996,2022,23653.0,1996,2010,20172.0
008194-9,RS7 Sportback 4.0 TFSI Quattro Tiptronic,2022,2021,944875.0,2022,2017,728460.0
008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,2013,121866.0,2011,2019,76493.0
008057-8,A3 1.6 5p Aut.,2003,2009,33978.0,2003,2019,18607.0
008112-4,RS6 4.2 450cv BI-TB Quattro Tiptronic 4p,2004,2021,93667.0,2004,2012,122660.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2010,76235.0
008162-0,S4 3.0 TFSI V6 24V Quattro Stronic,2014,2017,236281.0,2014,2016,249865.0
008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,2008,653496.0,2022,2008,653505.0
008005-5,A3 1.8 3p,2004,2016,21465.0,2004,2018,20167.0
008035-7,TT 1.8 TB Quattro 225cv,2006,2010,123291.0,2006,2013,106827.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2009,49647.0
008010-1,A4 1.8 Avant Turbo Mec.,2001,2016,24344.0,2001,2009,45875.0
008123-0,A4 3.2 FSI 24V 255cv Multitronic,2008,2014,107242.0,2022,2009,225100.0
008125-6,A4 3.2 FSI Cabriolet 24V 255cv Multitron,2007,2013,124892.0,2007,2016,115620.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2015,30961.0
008036-5,A4 2.8 Avant V6 12V,1997,2013,19971.0,1997,2019,16819.0
008099-3,S6 4.2 V8 40V Quattro Mec,2001,2018,48839.0,2001,2015,53239.0
008230-9,A5 Sportb. Perf. 2.0 TFSI Quat. S-tronic,2022,2019,255304.0,2022,2020,259895.0
008135-3,A4 3.2 FSI Avant 24V Quattro S Tronic,2012,2014,214384.0,2022,2010,255478.0
008253-8,A6 Performance 3.0 TFSI Quattro S.tronic,2022,2020,440133.0,2020,2022,388545.0
008080-2,80 2.6/ 2.8,1995,2009,21293.0,1995,2011,16383.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2022,2015,525058.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2014,80166.0
008265-1,RS Q3 Sportback 2.5 TFSI Quattro S-tron.,2022,2022,636252.0,2022,2021,508622.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2006,2018,24769.0
008021-7,A4 2.4 30V Avant Tip./Multitronic,2003,2011,48516.0,2003,2018,29322.0
008022-5,A4 2.8 30V Mec.,2001,2013,26487.0,2001,2014,26693.0
008061-6,A6 4.2 Avant Quattro Tiptronic,2006,2020,75782.0,2006,2014,103458.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2022,2010,280100.0
008080-2,80 2.6/ 2.8,1995,2009,21293.0,1995,2011,16690.0
008028-4,S8 4.2 Mec,1998,2017,43028.0,1998,2017,44231.0
008262-7,RS Q8 4.0 Bi-TB V8 FSI Quattro Tiptronic,2022,2021,1137046.0,2022,2021,974590.0
008217-1,A5 Ambit. Sport. 2.0 TFSI S tronic,2018,2021,175415.0,2018,2022,200316.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2018,22945.0
008097-7,S6 4.2 Avant V8 40V Quattro Tiptronic,2001,2010,95455.0,2001,2016,71214.0
008113-2,S4 4.2 V8 40V 344cv Quattro Tiptronic,2005,2021,95081.0,2005,2017,113092.0
008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,2020,131654.0,2012,2017,200739.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2013,2021,60890.0
008149-3,RS6 5.0 Avant.FSI V10 Bi-TB Quattro Tip.,2011,2017,413276.0,2022,2012,472300.0
008195-7,A3 Cabriolet 1.8 16V TFSI 180cv S-tronic,2016,2018,146771.0,2022,2014,170200.0
008131-0,A5 3.2 FSI 24V 269cv Multitronic,2009,2015,98278.0,2009,2010,190203.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2008,31975.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2016,29756.0
008247-3,A4 Prestige 2.0 TFSI 190cv S-tronic,2022,2022,291981.0,2022,2020,165990.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2015,22134.0
008221-0,RS3 Sedan 2.5 TFSI Quattro S-tronic,2018,2022,426498.0,2022,2019,321811.0
008148-5,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,2011,2020,352352.0,2011,2016,399058.0
008209-0,A4 Ambiente 2.0 TFSI 190cv S tronic,2018,2021,136945.0,2018,2022,158297.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2017,25821.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2014,169000.0
008056-0,A3 1.6 3p Aut.,2003,2019,18233.0,2003,2011,26746.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2013,96809.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2018,17794.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2008,150905.0
008111-6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,2004,2013,142584.0,2004,2015,129513.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2016,19644.0
008026-8,A6 2.8 30V Mec.,2001,2014,35444.0,2001,2015,33545.0
008202-3,S6 4.0 TFSI Quattro S-Tronic 4p,2016,2022,363634.0,2016,2017,398827.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2022,2013,122840.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2008,32009.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2009,129621.0
008047-0,A4 1.8  Aut.,2001,2017,22075.0,2001,2012,24212.0
008159-0,Q3 2.0 TFSI Quat. 170/180cv S-tronic 5p,2022,2014,141750.0,2022,2015,148460.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2010,37961.0
008053-5,A6 2.8 Avant 30V Mec.,2001,2015,36882.0,2001,2008,78010.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2008,28456.0
008046-2,A3 1.8 Turbo 3p Aut.,2003,2016,21144.0,2003,2010,29257.0
008074-8,A3 1.8 Turbo 180cv 3p Mec.,2004,2015,23718.0,2004,2019,20103.0
008047-0,A4 1.8  Aut.,2001,2017,22075.0,2001,2014,23864.0
008070-5,A4 1.8 Turbo,2001,2017,20903.0,2001,2020,19322.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2019,25284.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2012,133774.0
008130-2,A4 3.2 FSI 24V 269cv Quattro Tiptronic,2022,2013,241821.0,2022,2011,241655.0
008147-7,R8 4.2 V8 426cv Quattro R-tronic,2012,2018,413554.0,2012,2016,458947.0
008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,2019,327590.0,2022,2013,333100.0
008226-0,A4 Avant Lim. Ed. 2.0 TFSI S tronic,2018,2021,153306.0,2022,2018,220197.0
008157-4,RS3 Sportback 2.5 TFSI Quattro S-tronic,2018,2020,271321.0,2018,2022,411303.0
008118-3,A3 Sportback 2.0 16V TFSI Mec.,2011,2017,55786.0,2011,2015,70089.0
008060-8,A6 4.2 Quattro Tiptronic,2008,2013,169371.0,2008,2014,168749.0
008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,2015,44929.0,2003,2020,34350.0
008024-1,A6 2.4 30V Mec,2001,2018,24884.0,2001,2015,29550.0
008130-2,A4 3.2 FSI 24V 269cv Quattro Tiptronic,2022,2013,241821.0,2022,2013,236134.0
008031-4,100 S-4 2.2 Avant Turbo,1995,2014,19070.0,1995,2013,19764.0
008128-0,A6 3.2 FSI 24V 255cv Multitronic,2008,2015,99679.0,2008,2015,98030.0
008194-9,RS7 Sportback 4.0 TFSI Quattro Tiptronic,2022,2021,944875.0,2022,2015,598450.0
008153-1,A1 1.4 TFSI 122cv S-tronic 3p,2022,2014,87420.0,2022,2012,95475.0
008178-7,A6 3.0 TFSI V6 Quattro S tronic 4p,2022,2013,295650.0,2022,2019,368541.0
008044-6,A3 1.8 Turbo 5p Mec.,2006,2019,23528.0,2006,2016,25537.0
008123-0,A4 3.2 FSI 24V 255cv Multitronic,2008,2014,107242.0,2008,2014,109021.0
008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,2020,131654.0,2022,2013,339888.0
008177-9,A1 2.0 TFSI Quattro 256cv 3p,2013,2020,147120.0,2013,2022,155644.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2015,42546.0
008270-8,Q5 S-Line Black 2.0 TFSI Quat. S-Tronic,2022,2021,394099.0,2022,2021,389655.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2014,37276.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2021,18008.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2022,2013,392100.0
008077-2,80 2.0 Avant,1995,2009,19104.0,1995,2008,20548.0
008051-9,A6 2.4 Avant 30V Mec.,2001,2008,70511.0,2001,2022,32014.0
008023-3,A4 2.8 30V  Tiptronic/ Aut.,2001,2021,23161.0,2001,2019,23689.0
008035-7,TT 1.8 TB Quattro 225cv,2006,2010,123291.0,2006,2020,76841.0
008260-0,E-TRON Sportb. Perf.Black Aut.(Elétrico),2022,2021,577602.0,2022,2022,693256.0
008141-8,TTS 2.0 TFSI QUATTRO S Tronic,2022,2017,299290.0,2022,2014,290904.0
008158-2,R8 GT 5.2 V10 560cv Quattro R-tronic,2022,2013,1120000.0,2012,2019,672660.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2008,2010,328858.0
008129-9,Q7 3.6 V6 284cv Quattro Tiptronic,2022,2009,286719.0,2010,2020,81977.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2015,179990.0
008085-3,A4 2.8 V6 30V  Quattro Tiptronic,2001,2021,25222.0,2001,2013,34055.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2017,24861.0
008145-0,A5 Sportback 2.0 16V TFSI 211cv Multi.,2011,2020,68438.0,2011,2013,138256.0
008054-3,A6 2.8 Avant 30V Tiptronic,2001,2018,33796.0,2001,2009,75985.0
008067-5,A6 2.7 Quattro Tiptronic,2004,2018,47211.0,2004,2011,69522.0
008121-3,A4 2.0 Avant TFSI 200/214cv Multitron.,2011,2013,121866.0,2022,2012,190200.0
008111-6,RS6 4.2 Avant  BI-TB Quattro Tiptron. 5p,2004,2013,142584.0,2004,2010,151055.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2017,41373.0
008082-9,A4 2.4 Avant V6 30V Quattro Tiptronic,2001,2019,25113.0,2001,2011,42670.0
008005-5,A3 1.8 3p,2004,2016,21465.0,2004,2008,40013.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2019,41520.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2022,2010,269274.0
008224-4,Q5 2.0 TFSI Quattro S tronic (Blindado),2022,2021,318450.0,2022,2018,366486.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2008,109770.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2020,120721.0
008070-5,A4 1.8 Turbo,2001,2017,20903.0,2001,2008,47430.0
008165-5,A5 Cabriolet 2.0 TFSI Quattro Stronic,2022,2016,265210.0,2022,2016,262650.0
008170-1,A4 2.0 16V TFSI Quattro Stronic,2022,2014,174200.0,2022,2015,170526.0
008221-0,RS3 Sedan 2.5 TFSI Quattro S-tronic,2018,2022,426498.0,2018,2022,421420.0
008058-6,A6 2.7 30V Mec.,2000,2011,52334.0,2000,2015,36021.0
008009-8,A4 1.8 Avant Mec.,2001,2011,28863.0,2001,2014,24112.0
008128-0,A6 3.2 FSI 24V 255cv Multitronic,2008,2015,99679.0,2008,2016,91298.0
008232-5,A5 Sportb. Prestige 2.0 16V TFSI S-troni,2019,2022,213817.0,2022,2019,200637.0
008072-1,A3 1.8 Turbo 180cv 5p Mec.,2006,2021,26022.0,2006,2013,33020.0
008081-0,A4 2.4 Avant V6 30V Quattro Mec.,2001,2010,49029.0,2001,2017,26214.0
008161-2,A5 Sportback 2.0 16V TFSI 180cv Multi.,2022,2014,155135.0,2022,2015,156054.0
008114-0,S4 4.2 Avant V8 40V 344cv Quattro Tipt.,2005,2009,201362.0,2005,2018,126483.0
008205-8,A3 Sed. Ambition 2.0 TSFI 220cv S-tronic,2022,2018,163990.0,2018,2022,163905.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2008,37234.0
008025-0,A6 2.4 30V Tip./Multitronic,2003,2012,62587.0,2003,2009,91763.0
008007-1,A4 1.8  Mec.,2001,2017,18594.0,2001,2015,21813.0
008119-1,A3 Sportback 2.0 16V TFSI S-tronic,2022,2014,122969.0,2022,2013,126000.0
008126-4,TT 2.0 16v TFSI S-Tronic,2022,2016,221925.0,2022,2011,196218.0
008066-7,S3 1.8 225cv Turbo Quattro,2003,2017,44286.0,2003,2019,45068.0
008107-8,A4 3.0 Avant 30V 218cv Multitronic 5p,2006,2011,78215.0,2006,2019,45969.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2018,19346.0
008055-1,A4 2.8 Avant V6 30V Tiptronic,2001,2014,29355.0,2001,2015,28716.0
008222-8,A4 Limited Edition 2.0 TFSI S tronic,2022,2019,208540.0,2018,2020,155681.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2009,50566.0
008133-7,A4 2.0 Avant TFSI 183/180cv Multitroni,2014,2021,84845.0,2014,2022,94410.0
008089-6,A6 2.4 V6 30V Quattro Mec,2001,2008,72154.0,2001,2022,29402.0
008136-1,A6 3.0 TB FSI V6 Quattro Tiptronic,2012,2017,157545.0,2012,2020,116965.0
008062-4,A8 4.2 Quattro Tiptronic,2013,2021,264986.0,2022,2013,539473.0
008068-3,A6 2.7 Avant Quattro Tiptronic,2002,2013,69439.0,2002,2015,58783.0
008204-0,A1 Sportback 1.8 TFSI 192cv 5p S-tronic,2022,2018,129625.0,2018,2019,124204.0
008135-3,A4 3.2 FSI Avant 24V Quattro S Tronic,2012,2014,214384.0,2012,2022,104691.0
008037-3,A4 2.8 Avant V6 30V Mec.,2001,2009,43192.0,2001,2021,22379.0
008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,2020,131654.0,2012,2016,239425.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2022,2013,449380.0
008152-3,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Performance,2022,2016,397971.0,2022,2020,411141.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2011,40053.0
008001-2,80 2.0,1995,2018,14311.0,1995,2021,13137.0
008252-0,A3 Sed. P.Plus 1.4 25Anos Flex TFSI Tip.,2022,2021,128935.0,2019,2021,142524.0
008160-4,Q3 2.0 TFSI Quat. 211/220cv S-tronic 5p,2022,2013,177845.0,2022,2014,168500.0
008046-2,A3 1.8 Turbo 3p Aut.,2003,2016,21144.0,2003,2015,22548.0
008148-5,RS6 5.0 FSI V10 Bi-TB Quattro Tip.,2011,2020,352352.0,2011,2014,388991.0
008184-1,A3 Sportback 1.4 TFSI S-tronic,2022,2015,115823.0,2018,2019,112766.0
008010-1,A4 1.8 Avant Turbo Mec.,2001,2016,24344.0,2001,2012,27831.0
008042-0,A3 1.8 5p Aut.,2006,2021,25488.0,2006,2017,25307.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2013,27827.0
008116-7,A3 1.6 8V 102cv 3p,2007,2010,59276.0,2007,2017,35812.0
008168-0,S5 Cabriolet 3.0 TFSI Quattro Stronic,2013,2016,306458.0,2022,2013,373787.0
008101-9,A4 2.0 20V 130cv Multitronic 4p,2003,2011,37844.0,2003,2017,26369.0
008004-7,80 S2 Avant,1995,2015,21318.0,1995,2017,18504.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2022,2013,366200.0
008151-5,RS5 4.2 FSI V8 450cv Quattro S-Tron. 2p,2015,2020,261296.0,2015,2020,265900.0
008124-8,A4 3.2 FSI Avant 24V 255cv Multitronic,2008,2016,77898.0,2008,2014,126494.0
008150-7,A6 3.0 Avant. TB FSI V6 Quattro Tip. 5p,2012,2020,131654.0,2012,2019,147226.0
008056-0,A3 1.6 3p Aut.,2003,2019,18233.0,2003,2015,20996.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2012,31419.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2011,24980.0
008014-4,A8 4.2 V8 32V Tiptronic,2000,2022,53235.0,2000,2016,56905.0
008169-8,A5 Sportb. 2.0 16V TFSI Quat. S-tronic,2016,2018,184280.0,2016,2019,170120.0
008126-4,TT 2.0 16v TFSI S-Tronic,2022,2016,221925.0,2018,2021,229990.0
008266-0,A6 Perf. Black 3.0 TFSI Quattro S-tronic,2022,2022,566242.0,2022,2022,592866.0
008039-0,S6 Plus 4.2 V8 32V,1998,2017,32757.0,1998,2012,36021.0
008175-2,TTRS Roadster 2.5 TB FSI Quat. S Tronic,2014,2019,253057.0,2022,2015,391209.0
008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,2015,44929.0,2003,2022,36246.0
008016-0,S6 Plus 4.2 Avant V8 32V,1998,2022,35039.0,1998,2010,46875.0
008132-9,A4 2.0 16V TFSI 183/180cv Multitronic,2014,2018,78234.0,2014,2021,69945.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2022,28687.0
008087-0,A4 2.8 Avant V6 30V Quattro Mec.,2001,2008,58669.0,2001,2009,54290.0
008181-7,A3 Sport 1.8 16V TFSI S-tronic 3p,2014,2017,76028.0,2014,2017,78953.0
008015-2,Avant RS2,1995,2019,67596.0,1995,2022,102660.0
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2006,2021,90310.0,2006,2019,86881.0
008193-0,RS Q3 2.5 TFSI Quattro S-tronic 5p,2022,2022,640297.0,2022,2016,309396.0
008143-4,S6 5.2 FSI V10 435cv Quattro Tiptronic,2011,2013,270739.0,2011,2019,202004.0
008008-0,A4 1.8 Tip./ Multitronic Turbo,2016,2019,91596.0,2022,2015,121965.0
008052-7,A6 2.4 Avant 30V Tip./ Multitronic,2003,2012,58710.0,2003,2009,99167.0
008089-6,A6 2.4 V6 30V Quattro Mec,2001,2008,72154.0,2001,2012,40474.0
008152-3,Q7 3.0 V6 TFSI  Quat.Tip.5p/ Performance,2022,2016,397971.0,2022,2021,458541.0
008115-9,A8 6.0 W12 48V 450cv Quattro Tiptronic,2022,2008,653496.0,2006,2020,195225.0
008154-0,A7 Sportback 3.0 TFSI Quattro S Tronic,2018,2020,313684.0,2022,2017,394106.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2011,2015,163145.0
008074-8,A3 1.8 Turbo 180cv 3p Mec.,2004,2015,23718.0,2004,2020,19395.0
008073-0,A3 1.8 Turbo 180cv 3p Aut./ Tip.,2003,2021,20033.0,2003,2014,24377.0
008005-5,A3 1.8 3p,2004,2016,21465.0,2004,2021,19632.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2013,48844.0
008096-9,A6 2.8 Avant V6 30V Quattro Tiptronic,2001,2016,45217.0,2001,2012,51479.0
008032-2,A3 1.6 3p,2003,2019,17285.0,2003,2011,23443.0
008058-6,A6 2.7 30V Mec.,2000,2011,52334.0,2000,2011,51986.0
008063-2,S4 2.7 Turbo Quattro Mec.,2001,2010,63396.0,2001,2020,43221.0
008001-2,80 2.0,1995,2018,14311.0,1995,2020,14020.0
008038-1,S6 2.2 20V TB,1997,2014,24028.0,1997,2022,20023.0
008069-1,S4 2.7 Avant Turbo Quattro,2001,2017,49145.0,2001,2012,69008.0
008071-3,A3 1.8 Turbo 180cv 5p Aut./ Tip.,2022,2008,87155.0,2006,2021,26979.0
008193-0,RS Q3 2.5 TFSI Quattro S-tronic 5p,2022,2022,640297.0,2022,2018,344231.0
008163-9,S4 3.0 Avant TFSI V6 24V Quattro Stronic,2022,2015,327517.0,2022,2012,352000.0
008078-0,S6 2.2 Avant 20V TB,1997,2021,20380.0,1997,2010,30081.0
008074-8,A3 1.8 Turbo 180cv 3p Mec.,2004,2015,23718.0,2004,2011,31287.0
008048-9,A4 1.8 Avant Aut.,2001,2021,22568.0,2001,2010,34894.0
008250-3,Q8 Perf.Bl. 3.0 TFSI Coupe Quat. S-tron.,2022,2020,578287.0,2022,2020,524134.0
008209-0,A4 Ambiente 2.0 TFSI 190cv S tronic,2018,2021,136945.0,2018,2020,133405.0
008096-9,A6 2.8 Avant V6 30V Quattro Tiptronic,2001,2016,45217.0,2001,2021,34560.0
008200-7,A6 2.0 TFSI 252cv S tronic 4p,2022,2017,243120.0,2022,2019,314990.0
008180-9,A6 Allroad 3.0 TFSI V6 Quattro S tronic,2017,2019,327590.0,2017,2021,285507.0
008131-0,A5 3.2 FSI 24V 269cv Multitronic,2009,2015,98278.0,2009,2013,130606.0
008095-0,A6 2.8 Avant V6 30V Quattro Mec.,2001,2012,46927.0,2001,2021,35998.0
008077-2,80 2.0 Avant,1995,2009,19104.0,1995,2017,14026.0
008040-3,A3 1.6 5p,2006,2016,24369.0,2006,2012,31801.0
008109-4,A4 3.0 30V 218cv Quattro Tiptron./Aut 4p,2003,2015,44929.0,2003,2014,44738.0
008138-8,A3 Sport 2.0 16V TFSI S- tronic,2013,2021,69208.0,2013,2019,70998.0
008266-0,A6 Perf. Black 3.0 TFSI Quattro S-tronic,2022,2022,566242.0,2022,2022,572904.0
008011-0,A4 2.8,1997,2012,18565.0,1997,2012,18614.0
008013-6,A6 2.8 Avant,1997,2016,18097.0,1997,2013,19759.0
008085-3,A4 2.8 V6 30V  Quattro Tiptronic,2001,2021,25222.0,2001,2015,32405.0
008019-5,A4 2.4 30V Tip./Multitronic,2004,2017,38363.0,2003,2008,89034.0
008153-1,A1 1.4 TFSI 122cv S-tronic 3p,2022,2014,87420.0,2014,2019,65273.0
008094-2,A6 2.8 V6 30V Quattro Tiptronic,2001,2011,44296.0,2001,2020,34863.0
008179-5,A6 3.0 Avant.TFSI V6 Quattro S tronic 5p,2014,2017,223326.0,2014,2017,222357.0
008086-1,A4 2.8 V6 30V Quattro Mec.,2001,2011,37872.0,2001,2015,26015.0
008139-6,A5 3.2 FSI V6 24V 269cv Quattro Tiptroni,2011,2020,87458.0,2011,2013,176361.0
008103-5,A6 3.0 V6 30V 218cv Multitronic 4p,2006,2015,65666.0,2006,2020,44678.0
008110-8,A4 3.0 Avant 30V 218cv Quattro Tiptronic,2003,2017,54962.0,2003,2012,78964.0
008043-8,A3 1.8 3p Aut.,2004,2022,24134.0,2004,2008,41702.0
008189-2,RS6 4.0 Avant TFSI BI-TB Quattro Tip. 5p,2022,2018,682430.0,2022,2019,657120.0
008026-8,A6 2.8 30V Mec.,2001,2014,35444.0,2001,2016,32860.0
008200-7,A6 2.0 TFSI 252cv S tronic 4p,2022,2017,243120.0,2018,2020,245821.0
008190-6,A3 Sed.1.8/1.8 Ambit.16V TB FSI S-tronic,2022,2014,125310.0,2022,2014,130650.0
008090-0,A6 2.4 V6 30V Quattro Tiptronic,2001,2017,34226.0,2001,2012,46463.0
008010-1,A4 1.8 Avant Turbo Mec.,2001,2016,24344.0,2001,2011,32232.0
008045-4,A3 1.8 Turbo 5p Aut.,2006,2019,23576.0,2006,2013,29506.0
008137-0,Q5 3.2 FSI V6 Quattro S Tronic,2022,2012,256946.0,2012,2016,147441.0
008075-6,TT Roadster 1.8 TB Quattro 225cv (Conv.),2006,2021,90310.0,2006,2012,124808.0
008070-5,A4 1.8 Turbo,2001,2017,20903.0,2001,2009,35880.0
008034-9,TT 1.8 TB 180cv,2006,2010,117999.0,2006,2018,89594.0
008098-5,S6 4.2 V8 40V Quattro Tiptronic,2004,2010,150002.0,2004,2015,92923.0
008188-4,S7 4.0 TFSI 420/450cv Quattro S-tronic,2022,2016,504950.0,2022,2015,489035.0
