id,codigoFipe,marca,modelo,anoModelo,mesReferencia,anoReferencia,valor
524308,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,5,2021,20668.0
524309,005359-7,VW - VolksWagen,Fox SELEÇÃO 1.6 Total Flex 8V 5p,2014,11,2019,31777.0
524310,005096-2,VW - VolksWagen,Van 1.6 Mi (furgão),2002,7,2020,10046.0
524311,005455-0,VW - VolksWagen,Gol Trendline 1.0 T.Flex 12V 5p,2022,11,2018,41865.0
524312,005018-0,VW - VolksWagen,Santana 2.0 Mi 2p e 4p,2006,1,2018,18506.0
524313,005111-0,VW - VolksWagen,New Beetle 2.0 Mi Mec./Aut.,2010,4,2020,35616.0
524314,005262-0,VW - VolksWagen,Fox Route 1.0 Mi Total Flex 8V 3p,2010,9,2017,22274.0
524315,005141-1,VW - VolksWagen,Golf 2.0/2.0 T. Flex Mec.(Black & Silv),2011,7,2021,38930.0
524316,005011-3,VW - VolksWagen,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p,1999,1,2020,12931.0
524317,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2018,1,2022,84249.0
524318,005227-2,VW - VolksWagen,Gol City (Trend) 1.0 Mi Total Flex 8V 2p,2016,7,2022,34478.0
524319,005350-3,VW - VolksWagen,Gol 1.6 Mi I MOTION Total Flex 8V 3p,2014,11,2017,30721.0
524320,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,2,2019,41194.0
524321,005401-1,VW - VolksWagen,Fox Trendline 1.0 Flex 8V 5p,2015,2,2019,34501.0
524322,005411-9,VW - VolksWagen,Gol Trendline I Motion 1.6 T. Flex 8V 3p,2015,9,2017,32272.0
524323,005131-4,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 2p Aut.,2002,8,2021,22094.0
524324,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,11,2018,36195.0
524325,005017-2,VW - VolksWagen,Santana 1.8 Mi,2006,3,2018,17645.0
524326,005269-8,VW - VolksWagen,Saveiro SURF 1.8 Mi Total Flex 2p,2009,3,2020,26424.0
524327,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,1,2020,20073.0
524328,005124-1,VW - VolksWagen,Gol 1.6 Mi/ Power 1.6 Mi 4p,2004,9,2019,14405.0
524329,005285-0,VW - VolksWagen,Golf GT 2.0 Mi T. Flex 8V 4p Tiptronic,2013,11,2019,45117.0
524330,005393-7,VW - VolksWagen,Gol Comfort. I MOTION 1.6 T. Flex 8V 3p,2015,5,2018,35883.0
524331,005390-2,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 8V 5p,2016,7,2019,34615.0
524332,005324-4,VW - VolksWagen,Gol 1.6 Mi Rallye I MOTION T. Flex 8V 4p,2014,2,2020,33187.0
524333,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,7,2022,52676.0
524334,005040-7,VW - VolksWagen,Gol GTi 2.0,1997,1,2018,13820.0
524335,005172-1,VW - VolksWagen,Polo 1.6 Mi/ S.Ouro 1.6Mi 101cv 8V 5p,2005,9,2017,17663.0
524336,005210-8,VW - VolksWagen,Gol 1.6 Mi Rallye Total Flex 8V 4p,2014,9,2018,35871.0
524337,005407-0,VW - VolksWagen,Fox Comfortline 1.0 Flex 8V 5p,2015,6,2018,36062.0
524338,005043-1,VW - VolksWagen,Logus 1.8 / CLi / CL,1997,1,2022,8524.0
524339,005072-5,VW - VolksWagen,Golf GLX 2.0 4p,1999,5,2019,12236.0
524340,005200-0,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p,2010,5,2020,21360.0
524341,005424-0,VW - VolksWagen,TOUAREG R-Line 4.2 V8 360cv Tiptronic 5p,2022,2,2019,396364.0
524342,005344-9,VW - VolksWagen,Fox BlueMotion 1.6 Mi Total Flex 5p.,2013,7,2020,28362.0
524343,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,12,2019,75073.0
524344,005468-2,VW - VolksWagen,up! track 1.0 Total Flex 12V 5p,2022,12,2017,42982.0
524345,005268-0,VW - VolksWagen,Saveiro SURF 1.6 Mi Total Flex 2p,2016,9,2019,38424.0
524346,005022-9,VW - VolksWagen,Kombi Pick-Up,2000,5,2019,19340.0
524347,005319-8,VW - VolksWagen,Golf Sportline 2.0 Mi Total F. 8V Tip.,2014,5,2020,45198.0
524348,005036-9,VW - VolksWagen,Gol GT/GTS 1.8,1994,8,2021,11762.0
524349,005153-5,VW - VolksWagen,Bora 2.0/ 2.0 Flex 8v Mec.,2011,11,2021,35264.0
524350,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2022,1,2018,70583.0
524351,005308-2,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 5p,2014,12,2018,32012.0
524352,005181-0,VW - VolksWagen,Gol City 1.6 Mi 8V 2p,2003,12,2017,11717.0
524353,005399-6,VW - VolksWagen,up! move I MOTION 1.0 T. Flex 12V 5p,2022,12,2018,51895.0
524354,005090-3,VW - VolksWagen,Passat Turbo 1.8 Mec.,2005,2,2021,20526.0
524355,005061-0,VW - VolksWagen,Quantum GLSi / GLS 1.8/Sport/ Family 2.0,1997,3,2019,13250.0
524356,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,2,2022,28578.0
524357,005477-1,VW - VolksWagen,Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2022,2,2018,65928.0
524358,005494-1,VW - VolksWagen,Golf Comfort. 200 TSI 1.0 Flex 12V Aut.,2018,3,2021,82479.0
524359,005368-6,VW - VolksWagen,up! black/white/red 1.0 T. Flex 12V 5p,2016,4,2021,41034.0
524360,005275-2,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2015,3,2022,38566.0
524361,005372-4,VW - VolksWagen,up! move I MOTION 1.0 T. Flex 12V 3p,2015,7,2022,40785.0
524362,005332-5,VW - VolksWagen,Fox Rock in Rio 1.6 Mi Total Flex 8V 5p,2016,2,2022,50219.0
524363,005501-8,VW - VolksWagen,VOYAGE 1.6 MSI Flex 16V 4p Aut.,2022,6,2019,61900.0
524364,005079-2,VW - VolksWagen,Gol Special/ Special Xtreme 1.0 Mi 2p,2005,6,2019,10705.0
524365,005211-6,VW - VolksWagen,Parati 1.6 Mi Plus Total Flex  8V 4p,2009,10,2019,22373.0
524366,005459-3,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V,2022,6,2020,56194.0
524367,005041-5,VW - VolksWagen,Gol GTi 2000 16V,2000,5,2020,20178.0
524368,005054-7,VW - VolksWagen,Passat Pointer GTS,1989,4,2021,5534.0
524369,005137-3,VW - VolksWagen,Kombi Escolar 1.6 MPi,2006,12,2017,17889.0
524370,005026-1,VW - VolksWagen,Apolo GLS/ Vip 1.8,1992,9,2019,6218.0
524371,005478-0,VW - VolksWagen,Polo 1.6 MSI Flex 16V 5p,2022,12,2020,65529.0
524372,005103-9,VW - VolksWagen,Gol L 1.3/ L/ LS/ C/ S/ BX/ Plus 1.6,1988,7,2021,4583.0
524373,005476-3,VW - VolksWagen,Polo Highline 200 TSI 1.0 Flex 12V Aut.,2022,8,2021,102120.0
524374,005513-1,VW - VolksWagen,Polo Sense 200 TSI 1.0 Flex 12V Aut(PCD),2022,2,2021,69990.0
524375,005279-5,VW - VolksWagen,SPACEFOX  SPORTLINE/HIGHLINE 1.6 T.Flex,2015,1,2022,50866.0
524376,005197-7,VW - VolksWagen,Gol 1.6 Mi Plus Total Flex 8V 2p,2003,12,2020,10865.0
524377,005430-5,VW - VolksWagen,Golf Variant Highline 1.4 TSI Aut.,2016,9,2020,72705.0
524378,005446-1,VW - VolksWagen,Passat Comfortline 2.0 TSI 220cv Tip.,2016,11,2019,100377.0
524379,005058-0,VW - VolksWagen,Pointer GTi 2.0,1996,11,2017,9957.0
524380,005081-4,VW - VolksWagen,Kombi Carat,2002,6,2020,13155.0
524381,005459-3,VW - VolksWagen,Saveiro Robust 1.6 Total Flex 8V,2022,5,2019,49105.0
524382,005414-3,VW - VolksWagen,Gol Special 1.0 Total Flex 8V 5p,2016,10,2019,31193.0
524383,005415-1,VW - VolksWagen,Gol Special 1.0 Total Flex 8V 3p,2016,4,2019,28189.0
524384,005019-9,VW - VolksWagen,Santana Exclusiv 2.0 Mi/ Executivo 2.0i,1999,2,2021,13515.0
524385,005137-3,VW - VolksWagen,Kombi Escolar 1.6 MPi,2006,1,2020,18210.0
524386,005468-2,VW - VolksWagen,up! track 1.0 Total Flex 12V 5p,2017,4,2018,38209.0
524387,005345-7,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 2p,2014,3,2022,28432.0
524388,005016-4,VW - VolksWagen,Quantum Exclusive 2.0 Mi,1999,3,2020,14263.0
524389,005058-0,VW - VolksWagen,Pointer GTi 2.0,1996,6,2021,10378.0
524390,005299-0,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V,2013,11,2018,30860.0
524392,005303-1,VW - VolksWagen,Fox PRIME/Higli. 1.6 Total Flex 8V 5p,2014,8,2020,31020.0
524393,005301-5,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8V Tip.,2010,2,2020,37914.0
524394,005058-0,VW - VolksWagen,Pointer GTi 2.0,1996,12,2020,9023.0
524395,005522-0,VW - VolksWagen,VIRTUS GTS 1.4 TSI 16V Flex 4p,2022,11,2020,111167.0
524396,005409-7,VW - VolksWagen,Saveiro Highline 1.6 T. Flex 8V CD,2022,7,2018,68276.0
524397,005050-4,VW - VolksWagen,Parati GL 1.6 Mi/ 1.6/ GLS/ Club 1.6,1998,3,2021,9659.0
524398,005157-8,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 4p Mec.,2002,7,2021,24813.0
524399,005102-0,VW - VolksWagen,Santana CS/CD/CG,1986,11,2021,5355.0
524400,005321-0,VW - VolksWagen,SPACEFOX  TREND I MOTION 1.6 T. Flex 8V,2015,7,2017,44941.0
524401,005223-0,VW - VolksWagen,Saveiro Super Surf 1.8 Mi Total Flex 8V,2008,7,2019,24075.0
524402,005498-4,VW - VolksWagen,Golf Variant High. 250 1.4 TSI Flex Aut.,2022,11,2018,130215.0
524403,005219-1,VW - VolksWagen,Parati 1.8 Mi Plus Total Flex 8V 4p,2009,12,2020,22142.0
524404,005110-1,VW - VolksWagen,Parati 2.0 Mi/ 2.0 Mi Track & Field,2005,3,2019,18549.0
524405,005101-2,VW - VolksWagen,Passat  L/LS/LSe/GL/GLS/TS/Fla/Vill/Plus,1989,11,2020,5165.0
524406,005347-3,VW - VolksWagen,Fusca 2.0 TSI 16V Mec.,2014,11,2018,81932.0
524407,005033-4,VW - VolksWagen,Gol CLi / CL 1.8,1996,2,2021,8940.0
524408,005230-2,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 2p,2008,9,2021,15872.0
524409,005137-3,VW - VolksWagen,Kombi Escolar 1.6 MPi,2006,1,2022,25294.0
524410,005385-6,VW - VolksWagen,Saveiro Startline 1.6 T.Flex 8V,2016,12,2018,32625.0
524411,005474-7,VW - VolksWagen,Saveiro Pepper 1.6 Flex 8V CE,2019,12,2019,63206.0
524412,005300-7,VW - VolksWagen,Saveiro TROOPER 1.6 Mi Total Flex 8V CE,2014,9,2019,34994.0
524413,005236-1,VW - VolksWagen,Golf Flash 1.6 Mi/1.6 Mi Tot. Flex 8V 4p,2007,10,2017,25384.0
524414,005304-0,VW - VolksWagen,Fox PRIME/Hghi. IMOTION 1.6 T.Flex 8V 5p,2014,6,2022,43854.0
524415,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,2,2020,49026.0
524416,005460-7,VW - VolksWagen,up! Run 1.0 Total Flex 12V 5p,2017,10,2020,35463.0
524417,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,5,2020,12354.0
524418,005087-3,VW - VolksWagen,Golf GTI 1.8 Turbo,1999,1,2020,11897.0
524419,005381-3,VW - VolksWagen,VOYAGE I MOTION  Trendline 1.6 T.Flex 8V,2015,7,2022,45445.0
524420,005265-5,VW - VolksWagen,Fox Route 1.6 Mi Total Flex 8V 5p,2010,2,2022,32110.0
524421,005080-6,VW - VolksWagen,Gol GLS 2.0 Mi,1999,1,2018,14826.0
524422,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,4,2019,11215.0
524423,005046-6,VW - VolksWagen,Logus GLSi / GLS 2000,1995,11,2021,8117.0
524424,005165-9,VW - VolksWagen,Parati 1.0 Mi Tour 16V 76cv 4p,2003,2,2018,14316.0
524425,005057-1,VW - VolksWagen,Pointer GLi 2.0,1996,6,2020,8501.0
524426,005434-8,VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2022,4,2019,47145.0
524428,005012-1,VW - VolksWagen,Parati GLS 2.0 Mi 2/4p,1999,4,2020,13072.0
524429,005446-1,VW - VolksWagen,Passat Comfortline 2.0 TSI 220cv Tip.,2016,12,2020,93297.0
524430,005416-0,VW - VolksWagen,up! cross 1.0 T. Flex 12V 5p,2017,11,2021,52354.0
524431,005364-3,VW - VolksWagen,Gol SELEÇÃO 1.6 I MOTION T.Flex 8V 5p,2015,5,2020,33144.0
524432,005411-9,VW - VolksWagen,Gol Trendline I Motion 1.6 T. Flex 8V 3p,2015,10,2018,32820.0
524433,005049-0,VW - VolksWagen,Parati CLi / CL/ Atlanta 1.8,1996,10,2019,10412.0
524434,005221-3,VW - VolksWagen,Parati 1.8 Mi CROSSOVER Total Flex 8V 4p,2005,4,2021,20702.0
524435,005403-8,VW - VolksWagen,Fox Highline1.6 Flex 16V 5p,2022,12,2017,57626.0
524436,005093-8,VW - VolksWagen,Passat Variant 2.8 V6,2000,5,2022,20103.0
524437,005152-7,VW - VolksWagen,Parati 1.0 Mi Summer 16v 4p,2002,8,2022,14144.0
524438,005183-7,VW - VolksWagen,Parati Evidence 1.8 8V/ 1.0 16V TB 4p,2003,1,2019,15608.0
524439,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,10,2020,12661.0
524440,005068-7,VW - VolksWagen,VOYAGE GL/ Special 1.6/ 1.8,1995,6,2019,12639.0
524441,005011-3,VW - VolksWagen,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p,1999,12,2017,12773.0
524442,005408-9,VW - VolksWagen,Saveiro CROSS 1.6 T.Flex 16V CD,2022,1,2022,113934.0
524443,005252-3,VW - VolksWagen,Golf 1.6 Mi Total Flex 8V 4p,2014,8,2019,38883.0
524444,005199-3,VW - VolksWagen,Fox Plus 1.0Mi/ 1.0Mi Total Flex 8V 3p,2010,2,2022,29965.0
524445,005306-6,VW - VolksWagen,Fox 1.6 Mi Total Flex 8V 5p,2014,11,2019,31404.0
524446,005355-4,VW - VolksWagen,Golf Highline 1.4 TSI 140cv Aut.,2015,11,2017,74946.0
524447,005235-3,VW - VolksWagen,TOUAREG 3.2 24V V6 Tiptronic 5p,2008,7,2018,55761.0
524448,005220-5,VW - VolksWagen,Parati 1.8 Mi T. Field Total Flex 8V 4p,2008,3,2019,22106.0
524449,005179-9,VW - VolksWagen,Gol City 1.0 Mi 8V 2p,2005,12,2019,11931.0
524450,005417-8,VW - VolksWagen,up! cross I MOTION 1.0 T.Flex 12V 5p,2017,7,2021,48350.0
524451,005011-3,VW - VolksWagen,Parati GL 1.8 Mi/ Club 1.8 Mi 2p e 4p,1999,12,2021,15188.0
524452,005095-4,VW - VolksWagen,Saveiro TSi 2.0 Mi,1999,4,2019,13984.0
524453,005492-5,VW - VolksWagen,VOYAGE 1.0 Flex 12V 4p,2022,9,2021,72347.0
524456,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,7,2022,56319.0
524457,005261-2,VW - VolksWagen,Passat Variant 3.2 V6 FSI 24V 250cv Tip.,2010,2,2019,54833.0
524458,005386-4,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V,2022,8,2017,51318.0
524459,005297-3,VW - VolksWagen,Polo Sed.COMFORT. I MOTION 1.6 T.Flex 4p,2015,8,2022,51204.0
524460,005326-0,VW - VolksWagen,JETTA Comfortline  2.0 T.Flex 8V 4p Mec.,2014,8,2018,55633.0
524461,005334-1,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 8V,2015,4,2019,54087.0
524462,005018-0,VW - VolksWagen,Santana 2.0 Mi 2p e 4p,2006,12,2017,18851.0
524463,005282-5,VW - VolksWagen,VOYAGE 1.6/1.6 City  Mi Total Flex 8V 4p,2016,3,2019,36685.0
524464,005431-3,VW - VolksWagen,Golf Variant Comfortline 1.4 TSI  Aut.,2016,12,2018,85225.0
524465,005053-9,VW - VolksWagen,Parati GTi 2.0 Mi 16V,2000,2,2022,32581.0
524466,005230-2,VW - VolksWagen,Gol Plus 1.0 Mi Total Flex 2p,2008,11,2020,13774.0
524467,005064-4,VW - VolksWagen,Santana GLSi / GLS 1.8/ 2.0,1996,1,2021,9365.0
524468,005357-0,VW - VolksWagen,Kombi LAST EDITION 56 1.4 Mi Total Flex,2014,12,2020,92175.0
524469,005439-9,VW - VolksWagen,up! SPEED 1.0 TSI T. Flex 12V 5p,2017,6,2021,49198.0
524470,005016-4,VW - VolksWagen,Quantum Exclusive 2.0 Mi,1999,10,2021,17319.0
524471,005303-1,VW - VolksWagen,Fox PRIME/Higli. 1.6 Total Flex 8V 5p,2014,3,2020,31153.0
524472,005219-1,VW - VolksWagen,Parati 1.8 Mi Plus Total Flex 8V 4p,2009,5,2019,23301.0
524473,005229-9,VW - VolksWagen,Gol City (Trend) 1.6 Mi T. Flex 8V 2p,2009,1,2020,17505.0
524474,005436-4,VW - VolksWagen,up! cross 1.0 TSI Total Flex 12V 5p,2019,4,2020,51134.0
524475,005132-2,VW - VolksWagen,Passat 1.8 Aut.,2001,3,2021,16468.0
524476,005151-9,VW - VolksWagen,Parati 1.0 Mi Plus 16v 4p,2003,10,2020,11103.0
524477,005457-7,VW - VolksWagen,VOYAGE Trendline 1.0 T.Flex 12V 4p,2022,6,2019,45540.0
524478,005073-3,VW - VolksWagen,Golf GTi 2.0,1998,6,2018,12349.0
524479,005427-5,VW - VolksWagen,SpaceCross I MOTION 1.6 Mi T. Flex 16V,2017,1,2019,66742.0
524480,005275-2,VW - VolksWagen,Gol (novo) 1.0 Mi Total Flex 8V 4p,2015,10,2021,31834.0
524481,005266-3,VW - VolksWagen,TOUAREG 3.6 24V V6 280cv Tiptronic 5p,2017,12,2020,242335.0
524482,005469-0,VW - VolksWagen,Gol TRACK 1.0 Total Flex 12V 5p,2018,2,2021,39504.0
524483,005023-7,VW - VolksWagen,Kombi Furgão,2006,4,2018,16315.0
524484,005162-4,VW - VolksWagen,Gol 1.0 Power 16v 76cv 4p,2003,7,2018,13075.0
524485,005324-4,VW - VolksWagen,Gol 1.6 Mi Rallye I MOTION T. Flex 8V 4p,2014,1,2021,36716.0
524486,005126-8,VW - VolksWagen,Gol 1000 Mi 16V/ Ouro 4p,2002,5,2021,10230.0
524487,005387-2,VW - VolksWagen,Saveiro Trendline 1.6 T.Flex 8V CE,2018,8,2019,46083.0
524488,005416-0,VW - VolksWagen,up! cross 1.0 T. Flex 12V 5p,2017,1,2019,43228.0
524489,005493-3,VW - VolksWagen,VOYAGE 1.6 MSI Flex 8V 4p,2022,11,2018,56970.0
524490,005266-3,VW - VolksWagen,TOUAREG 3.6 24V V6 280cv Tiptronic 5p,2017,4,2020,250116.0
524491,005200-0,VW - VolksWagen,Fox Plus 1.6Mi/ 1.6Mi Total Flex 8V 3p,2010,10,2021,28141.0
524492,005171-3,VW - VolksWagen,Golf GTi 1.8 Mi 180/193cv Turbo 4p Mec.,2009,11,2017,40904.0
524493,005245-0,VW - VolksWagen,Santana COMFORTLINE 1.8 Mi 8V 4p,2006,1,2022,24337.0
524494,005461-5,VW - VolksWagen,Gol Trendline 1.0 T.Flex 12V 3p,2017,1,2020,28895.0
524495,005237-0,VW - VolksWagen,Passat Variant  2.0 FSI 150cv Tiptron.5p,2007,5,2022,34739.0
524496,005469-0,VW - VolksWagen,Gol TRACK 1.0 Total Flex 12V 5p,2022,6,2018,45783.0
524497,005383-0,VW - VolksWagen,Gol Trendline 1.0 T.Flex 8V 3p,2016,11,2021,36583.0
524498,005453-4,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p Mec.,2017,1,2022,81900.0
524499,005019-9,VW - VolksWagen,Santana Exclusiv 2.0 Mi/ Executivo 2.0i,1999,5,2021,12816.0
524500,005371-6,VW - VolksWagen,Fox SELEÇÃO IMOTION 1.6 Mi T. Flex 8V 5p,2014,4,2022,42572.0
524501,005070-9,VW - VolksWagen,VOYAGE L/LS/Plus/GLS/S/Sport/Super L.Ang,1995,1,2018,8939.0
524502,005360-0,VW - VolksWagen,VOYAGE SELEÇÃO 1.0 Mi Total Flex 8V 4p,2015,11,2020,32824.0
524503,005097-0,VW - VolksWagen,Quantum Evidence 2.0 Mi,1999,1,2018,10955.0
524504,005495-0,VW - VolksWagen,Golf Highline 250 TSI 1.4 Flex 16V Aut.,2018,8,2021,115046.0
524505,005177-2,VW - VolksWagen,Polo Classic 1.0 Mi 16v  65cv 4p,2001,7,2020,9394.0
524506,005392-9,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 5p,2022,10,2017,50165.0
524507,005307-4,VW - VolksWagen,Fox 1.0 Mi Total Flex 8V 3p,2014,5,2019,29952.0
524508,005156-0,VW - VolksWagen,Bora 2.0 8v Comfortline Aut.,2001,10,2019,16784.0
524510,005158-6,VW - VolksWagen,Golf GTi 1.8 Mi 20V Turbo 4p Aut.,2002,11,2017,23003.0
524511,005391-0,VW - VolksWagen,Gol Comfortline 1.6 T. Flex 8V 3p,2015,1,2019,34857.0
524512,005301-5,VW - VolksWagen,Golf SILVER EDIT. 2.0 Mi T.Flex 8V Tip.,2010,9,2020,33050.0
524513,005498-4,VW - VolksWagen,Golf Variant High. 250 1.4 TSI Flex Aut.,2022,12,2018,125665.0
524514,005119-5,VW - VolksWagen,Gol Furgão 1.6 Mi/ 1.6i/ 1.6,1998,7,2018,8476.0
524515,005214-0,VW - VolksWagen,Polo Sedan 1.6 Mi Total Flex 8V 4p,2015,4,2020,36202.0
524516,005436-4,VW - VolksWagen,up! cross 1.0 TSI Total Flex 12V 5p,2019,7,2021,58236.0
524517,005024-5,VW - VolksWagen,Kombi Standard/ Luxo/ Série Prata,2006,3,2020,18666.0
524518,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,12,2020,17784.0
524519,005224-8,VW - VolksWagen,Saveiro CROSSOVER 1.8 Mi Total Flex 8V,2007,3,2018,22769.0
524520,005526-3,VW - VolksWagen,Nivus Highline 1.0 200 TSI Flex Aut.,2022,9,2020,98984.0
524521,005388-0,VW - VolksWagen,Saveiro CROSS 1.6 T. Flex 16V CE,2018,12,2021,82571.0
524522,005029-6,VW - VolksWagen,Gol 1000i Plus 2p,1997,5,2022,9138.0
524523,005477-1,VW - VolksWagen,Polo Comfort. 200 TSI 1.0 Flex 12V Aut.,2022,8,2022,108045.0
524524,005057-1,VW - VolksWagen,Pointer GLi 2.0,1996,11,2018,8335.0
524525,005107-1,VW - VolksWagen,Golf GTi 1.8 Mi 20V 2p Turbo Mec.,2001,9,2018,21308.0
524526,005248-5,VW - VolksWagen,Polo Sed. COMFORT. 1.6 Mi Tot. Flex 8v,2015,12,2021,45409.0
524527,005376-7,VW - VolksWagen,up! take 1.0 T. Flex 12V 3p,2017,4,2019,30196.0
524528,005055-5,VW - VolksWagen,Pointer 1.8 / CLi,1996,9,2021,7094.0
524529,005295-7,VW - VolksWagen,Polo SPORTLINE I MOTION 1.6 T.Flex 5p,2015,12,2019,39483.0
524531,005001-6,VW - VolksWagen,Gol 1000 Mi 2p  / 1000i,2003,2,2019,11412.0
524532,005178-0,VW - VolksWagen,Gol Special 1.6 Mi 8V 99cv 2p,2003,7,2021,10987.0
524533,005376-7,VW - VolksWagen,up! take 1.0 T. Flex 12V 3p,2017,12,2019,30012.0
524534,005076-8,VW - VolksWagen,Passat Variant VR6 2.8,1996,9,2018,11554.0
524535,005416-0,VW - VolksWagen,up! cross 1.0 T. Flex 12V 5p,2017,5,2020,39799.0
524536,005526-3,VW - VolksWagen,Nivus Highline 1.0 200 TSI Flex Aut.,2022,8,2021,115295.0
524537,005441-0,VW - VolksWagen,SPACEFOX 1.6 Trendline Total Flex 8v 5p,2019,6,2022,60844.0
524538,005398-8,VW - VolksWagen,Gol Trendline I MOTION 1.6 T. Flex 8V 5p,2015,3,2021,32520.0
524540,005270-1,VW - VolksWagen,Parati SURF 1.6 Mi Total Flex,2013,8,2019,31257.0
524541,005468-2,VW - VolksWagen,up! track 1.0 Total Flex 12V 5p,2017,5,2018,38295.0
524542,005512-3,VW - VolksWagen,VIRTUS Sense 1.6 Flex 16V 5p Aut. (PCD),2022,6,2019,69990.0
524543,005478-0,VW - VolksWagen,Polo 1.6 MSI Flex 16V 5p,2022,12,2021,84394.0
524544,005488-7,VW - VolksWagen,TIGUAN Allspac 250 TSI 1.4 Flex,2022,2,2020,132497.0
524545,005108-0,VW - VolksWagen,Parati 1.6 Mi/ 1.6 Mi City,2004,10,2019,17547.0
524546,005364-3,VW - VolksWagen,Gol SELEÇÃO 1.6 I MOTION T.Flex 8V 5p,2015,8,2022,44101.0
524547,005457-7,VW - VolksWagen,VOYAGE Trendline 1.0 T.Flex 12V 4p,2022,3,2019,46222.0
524548,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,12,2017,44325.0
524549,005067-9,VW - VolksWagen,VOYAGE CL 1.8,1995,10,2021,11509.0
524550,005315-5,VW - VolksWagen,Saveiro CROSS 1.6 Mi Total Flex 8V CE,2014,6,2018,42494.0
524551,005229-9,VW - VolksWagen,Gol City (Trend) 1.6 Mi T. Flex 8V 2p,2009,11,2021,17409.0
524552,005439-9,VW - VolksWagen,up! SPEED 1.0 TSI T. Flex 12V 5p,2017,4,2021,47229.0
524553,005456-9,VW - VolksWagen,Gol Comfortline 1.0 T. Flex 12V 5p,2017,11,2021,43291.0
524554,005422-4,VW - VolksWagen,Fox PEPPER I MOTION 1.6 Flex 16V 5p,2018,3,2021,49427.0
524555,005008-3,VW - VolksWagen,Parati 1000 Mi 16V 2p e 4p,2003,10,2018,14245.0
524556,005313-9,VW - VolksWagen,VOYAGE I MOTION COMF/Hghli.1.6 T.Flex 8V,2018,2,2020,44226.0
524557,005334-1,VW - VolksWagen,SpaceCross 1.6 Mi Total Flex 8V,2015,8,2017,53384.0
524558,005499-2,VW - VolksWagen,Polo 1.6 MSI Total Flex 16V 5p Aut.,2022,5,2019,63727.0
524559,005409-7,VW - VolksWagen,Saveiro Highline 1.6 T. Flex 8V CD,2022,3,2019,67780.0
524560,005212-4,VW - VolksWagen,Fox Sportline/Sports 1.0 Tot.Flex 8V 4p,2007,5,2022,22344.0
524561,005059-8,VW - VolksWagen,Quantum CLi / CL / C/ CS/ CD/ CG 1.8/2.0,1996,2,2019,8862.0
524562,005242-6,VW - VolksWagen,Parati COMFORTLINE 1.6 Mi Tot.Flex 8V 4p,2007,7,2018,21019.0
524564,005453-4,VW - VolksWagen,JETTA Trendline 1.4 TSI 16V 4p Mec.,2017,3,2021,69455.0
524565,005259-0,VW - VolksWagen,Golf Sportline 1.6 Mi Total Flex 8V 4p,2014,10,2020,45648.0
524566,005434-8,VW - VolksWagen,Fox Trendline 1.0 Flex 12V 5p,2018,6,2020,39272.0
